,Unnamed: 0,Source,Target,Weight
432247,432247,49-2022.00,49-9051.00,0.00585187940649
432248,432248,49-2022.00,49-9052.00,0.00402609436208
432250,432250,49-2022.00,49-9062.00,0.00550486034804
432254,432254,49-2022.00,49-9081.00,0.00672597383153
432263,432263,49-2022.00,49-9099.01,0.00475603679516
432265,432265,49-2022.00,51-2011.00,0.00560513681335
432269,432269,49-2022.00,51-2031.00,0.00438948071541
432273,432273,49-2022.00,51-2093.00,0.00715482558572
432283,432283,49-2022.00,51-4021.00,0.00572466294386
432340,432340,49-2022.00,51-9012.00,0.0058099122411
432427,432427,49-2091.00,49-2093.00,0.00652517400086
432428,432428,49-2091.00,49-2094.00,0.0043063260189
432429,432429,49-2091.00,49-2095.00,0.00630685998435
432430,432430,49-2091.00,49-2096.00,0.007090229664
432433,432433,49-2091.00,49-3011.00,0.00345512217763
432438,432438,49-2091.00,49-3031.00,0.00645804714337
432443,432443,49-2091.00,49-3052.00,0.00671312675262
432460,432460,49-2091.00,49-9062.00,0.00627028201897
432637,432637,49-2092.00,49-2094.00,0.00469085926669
432640,432640,49-2092.00,49-2097.00,0.0049993471789
432642,432642,49-2092.00,49-3011.00,0.00675083988888
432645,432645,49-2092.00,49-3023.01,0.00349695561127
432646,432646,49-2092.00,49-3023.02,0.00657221426644
432647,432647,49-2092.00,49-3031.00,0.00481815340309
432648,432648,49-2092.00,49-3041.00,0.0048780855264
432649,432649,49-2092.00,49-3042.00,0.00304118312597
432650,432650,49-2092.00,49-3043.00,0.00553696509361
432659,432659,49-2092.00,49-9021.01,0.00605118830725
432660,432660,49-2092.00,49-9021.02,0.00496195408154
432661,432661,49-2092.00,49-9031.00,0.00437902191932
432669,432669,49-2092.00,49-9062.00,0.00581068408445
432672,432672,49-2092.00,49-9071.00,0.00682306902828
432680,432680,49-2092.00,49-9097.00,0.00624216654656
432684,432684,49-2092.00,51-2011.00,0.00666014404774
432846,432846,49-2093.00,49-2095.00,0.00684431793897
432847,432847,49-2093.00,49-2096.00,0.0057439505431
432855,432855,49-2093.00,49-3031.00,0.00630223411887
432860,432860,49-2093.00,49-3052.00,0.00626034356348
432861,432861,49-2093.00,49-3053.00,0.00671228368553
432863,432863,49-2093.00,49-3092.00,0.00671262425193
432866,432866,49-2093.00,49-9012.00,0.00311897068082
432869,432869,49-2093.00,49-9031.00,0.00716100015183
432874,432874,49-2093.00,49-9051.00,0.00670059037799
432875,432875,49-2093.00,49-9052.00,0.0045983750068
432883,432883,49-2093.00,49-9092.00,0.00625847803301
432895,432895,49-2093.00,51-2023.00,0.00569314192027
432896,432896,49-2093.00,51-2031.00,0.00475314780948
432900,432900,49-2093.00,51-2093.00,0.00523739673859
432910,432910,49-2093.00,51-4021.00,0.00582764250844
432911,432911,49-2093.00,51-4022.00,0.00689717660649
432914,432914,49-2093.00,51-4032.00,0.00689072035231
432986,432986,49-2093.00,51-9141.00,0.00666759979324
433055,433055,49-2094.00,49-2097.00,0.00525624801074
433057,433057,49-2094.00,49-3011.00,0.00601215392446
433060,433060,49-2094.00,49-3023.01,0.00645890698282
433061,433061,49-2094.00,49-3023.02,0.00707405351356
433062,433062,49-2094.00,49-3031.00,0.00575725548571
433064,433064,49-2094.00,49-3042.00,0.00591607123911
433074,433074,49-2094.00,49-9021.01,0.00566144133738
433082,433082,49-2094.00,49-9052.00,0.00634205541028
433084,433084,49-2094.00,49-9062.00,0.00478406428495
433097,433097,49-2094.00,49-9099.01,0.00505040366074
433099,433099,49-2094.00,51-2011.00,0.00634258716105
433103,433103,49-2094.00,51-2031.00,0.00576448130597
433107,433107,49-2094.00,51-2093.00,0.00698445010003
433117,433117,49-2094.00,51-4021.00,0.00639556234512
433174,433174,49-2094.00,51-9012.00,0.0062671247906
433263,433263,49-2095.00,49-3011.00,0.00542094105687
433274,433274,49-2095.00,49-3053.00,0.00573778149383
433279,433279,49-2095.00,49-9012.00,0.00662163559013
433294,433294,49-2095.00,49-9081.00,0.00650848052399
433308,433308,49-2095.00,51-2023.00,0.0046088974073
433309,433309,49-2095.00,51-2031.00,0.00671473406349
433313,433313,49-2095.00,51-2093.00,0.00628850332674
433373,433373,49-2095.00,51-8021.00,0.00603400620711
433374,433374,49-2095.00,51-8031.00,0.00686932326776
433399,433399,49-2095.00,51-9141.00,0.00577872962353
433440,433440,49-2095.00,53-5031.00,0.00473351790701
433473,433473,49-2096.00,49-3031.00,0.00671807400466
433484,433484,49-2096.00,49-9012.00,0.00665669672817
433485,433485,49-2096.00,49-9021.01,0.00643127164665
433487,433487,49-2096.00,49-9031.00,0.00352806386086
433493,433493,49-2096.00,49-9052.00,0.00633929630225
433507,433507,49-2096.00,49-9098.00,0.00684055815175
433671,433671,49-2097.00,49-2098.00,0.00580080354956
433689,433689,49-2097.00,49-9021.01,0.00711691059007
433697,433697,49-2097.00,49-9052.00,0.00692769049515
433714,433714,49-2097.00,51-2011.00,0.00495933524875
433892,433892,49-2098.00,49-9021.01,0.0071022090703
433900,433900,49-2098.00,49-9052.00,0.00330111560859
433917,433917,49-2098.00,51-2011.00,0.00435622997171
433919,433919,49-2098.00,51-2022.00,0.00697462639015
434080,434080,49-3011.00,49-3023.01,0.00703918133067
434081,434081,49-3011.00,49-3023.02,0.0066294728715
434082,434082,49-3011.00,49-3031.00,0.00422016710672
434083,434083,49-3011.00,49-3041.00,0.00657704358971
434084,434084,49-3011.00,49-3042.00,0.00552001455306
434085,434085,49-3011.00,49-3043.00,0.00660800493696
434087,434087,49-3011.00,49-3052.00,0.00544200397182
434088,434088,49-3011.00,49-3053.00,0.00526962132036
434090,434090,49-3011.00,49-3092.00,0.00640868360896
434093,434093,49-3011.00,49-9012.00,0.00665896197041
434096,434096,49-3011.00,49-9031.00,0.00633901384078
434097,434097,49-3011.00,49-9041.00,0.00504064847054
434104,434104,49-3011.00,49-9062.00,0.00375388811035
434108,434108,49-3011.00,49-9081.00,0.00485072177003
434117,434117,49-3011.00,49-9099.01,0.00658140561526
434123,434123,49-3011.00,51-2031.00,0.00666919112855
434127,434127,49-3011.00,51-2093.00,0.00529351871637
434187,434187,49-3011.00,51-8021.00,0.00633862698397
434283,434283,49-3021.00,49-3031.00,0.00696207114093
434303,434303,49-3021.00,49-9052.00,0.00512183237068
434324,434324,49-3021.00,51-2031.00,0.00618379989355
434338,434338,49-3021.00,51-4021.00,0.00693729859638
434493,434493,49-3022.00,49-9011.00,0.00714350421064
434681,434681,49-3023.01,49-3023.02,0.0061091769615
434682,434682,49-3023.01,49-3031.00,0.00572982511246
434684,434684,49-3023.01,49-3042.00,0.0042626612232
434685,434685,49-3023.01,49-3043.00,0.00664023704937
434694,434694,49-3023.01,49-9021.01,0.00510850616908
434695,434695,49-3023.01,49-9021.02,0.00386471712874
434696,434696,49-3023.01,49-9031.00,0.00345960055602
434698,434698,49-3023.01,49-9043.00,0.0056486957553
434707,434707,49-3023.01,49-9071.00,0.00547680565012
434880,434880,49-3023.02,49-3031.00,0.00355132867783
434881,434881,49-3023.02,49-3041.00,0.00583577334931
434882,434882,49-3023.02,49-3042.00,0.00663136926406
434883,434883,49-3023.02,49-3043.00,0.00651313748933
434884,434884,49-3023.02,49-3051.00,0.00624510729722
434886,434886,49-3023.02,49-3053.00,0.00701724436494
434888,434888,49-3023.02,49-3092.00,0.00592811729859
434891,434891,49-3023.02,49-9012.00,0.00585853328414
434894,434894,49-3023.02,49-9031.00,0.00550502413966
434895,434895,49-3023.02,49-9041.00,0.00686791160794
434896,434896,49-3023.02,49-9043.00,0.00640341669617
434900,434900,49-3023.02,49-9052.00,0.00544385346855
434902,434902,49-3023.02,49-9062.00,0.00650527654532
434905,434905,49-3023.02,49-9071.00,0.00620191096265
434906,434906,49-3023.02,49-9081.00,0.0070907914539
434907,434907,49-3023.02,49-9091.00,0.00644492671355
434915,434915,49-3023.02,49-9099.01,0.00658585266499
434925,434925,49-3023.02,51-2093.00,0.00636551260132
434935,434935,49-3023.02,51-4021.00,0.00661731226339
435078,435078,49-3031.00,49-3041.00,0.00460418605924
435079,435079,49-3031.00,49-3042.00,0.0048248141168
435080,435080,49-3031.00,49-3043.00,0.00496990597727
435082,435082,49-3031.00,49-3052.00,0.00486100636236
435083,435083,49-3031.00,49-3053.00,0.00436652751177
435085,435085,49-3031.00,49-3092.00,0.00492618984591
435088,435088,49-3031.00,49-9012.00,0.00362664249769
435090,435090,49-3031.00,49-9021.02,0.0068622718029
435091,435091,49-3031.00,49-9031.00,0.00488979982732
435092,435092,49-3031.00,49-9041.00,0.00329672818313
435093,435093,49-3031.00,49-9043.00,0.00416699837419
435096,435096,49-3031.00,49-9051.00,0.00514816977267
435097,435097,49-3031.00,49-9052.00,0.0049653209783
435099,435099,49-3031.00,49-9062.00,0.00472678749311
435102,435102,49-3031.00,49-9071.00,0.00687085563666
435103,435103,49-3031.00,49-9081.00,0.00424279783913
435111,435111,49-3031.00,49-9098.00,0.0051156138982
435112,435112,49-3031.00,49-9099.01,0.00543571348893
435114,435114,49-3031.00,51-2011.00,0.00697412173828
435118,435118,49-3031.00,51-2031.00,0.00503387520837
435122,435122,49-3031.00,51-2093.00,0.00476243187382
435132,435132,49-3031.00,51-4021.00,0.00449886945383
435134,435134,49-3031.00,51-4023.00,0.0065533528444
435136,435136,49-3031.00,51-4032.00,0.00687765837374
435167,435167,49-3031.00,51-6062.00,0.00502050420635
435177,435177,49-3031.00,51-7041.00,0.00719850994963
435194,435194,49-3031.00,51-9032.00,0.00685374343506
435275,435275,49-3041.00,49-3042.00,0.00388383208478
435276,435276,49-3041.00,49-3043.00,0.00607651384766
435277,435277,49-3041.00,49-3051.00,0.00324146666056
435279,435279,49-3041.00,49-3053.00,0.00363379084748
435287,435287,49-3041.00,49-9031.00,0.00626764939553
435288,435288,49-3041.00,49-9041.00,0.00625214281114
435289,435289,49-3041.00,49-9043.00,0.00683290743975
435295,435295,49-3041.00,49-9062.00,0.00607105655337
435299,435299,49-3041.00,49-9081.00,0.0064189753423
435306,435306,49-3041.00,49-9097.00,0.00606054178054
435318,435318,49-3041.00,51-2093.00,0.00506253885284
435471,435471,49-3042.00,49-3043.00,0.00487956927337
435472,435472,49-3042.00,49-3051.00,0.00566262659741
435474,435474,49-3042.00,49-3053.00,0.00695200605172
435481,435481,49-3042.00,49-9021.02,0.0049023094341
435482,435482,49-3042.00,49-9031.00,0.005170325501
435483,435483,49-3042.00,49-9041.00,0.00698103793187
435484,435484,49-3042.00,49-9043.00,0.00479173446028
435490,435490,49-3042.00,49-9062.00,0.00462429616313
435494,435494,49-3042.00,49-9081.00,0.00574756200478
435503,435503,49-3042.00,49-9099.01,0.00664268579586
435509,435509,49-3042.00,51-2031.00,0.00576751743699
435513,435513,49-3042.00,51-2093.00,0.00628247639598
435668,435668,49-3043.00,49-3053.00,0.00700901242683
435674,435674,49-3043.00,49-9021.01,0.00588007950526
435675,435675,49-3043.00,49-9021.02,0.00561578095782
435676,435676,49-3043.00,49-9031.00,0.00607458447394
435684,435684,49-3043.00,49-9062.00,0.00577590077584
435687,435687,49-3043.00,49-9071.00,0.00695448258499
435688,435688,49-3043.00,49-9081.00,0.00607360495071
435689,435689,49-3043.00,49-9091.00,0.00655423505275
435690,435690,49-3043.00,49-9092.00,0.0062158713381
435697,435697,49-3043.00,49-9099.01,0.00463337982555
435861,435861,49-3051.00,49-3053.00,0.00450747400637
435871,435871,49-3051.00,49-9043.00,0.00684386413765
435879,435879,49-3051.00,49-9064.00,0.00623383357307
435900,435900,49-3051.00,51-2093.00,0.00576701749103
436053,436053,49-3052.00,49-3053.00,0.00655076531076
436055,436055,49-3052.00,49-3092.00,0.00440071961294
436058,436058,49-3052.00,49-9012.00,0.00534748717617
436061,436061,49-3052.00,49-9031.00,0.00692652161967
436066,436066,49-3052.00,49-9051.00,0.00470388623855
436067,436067,49-3052.00,49-9052.00,0.00650298259217
436069,436069,49-3052.00,49-9062.00,0.00710752127477
436081,436081,49-3052.00,49-9098.00,0.00492498598857
436092,436092,49-3052.00,51-2093.00,0.00591795683672
436246,436246,49-3053.00,49-3092.00,0.00426212586754
436249,436249,49-3053.00,49-9012.00,0.00496014124274
436253,436253,49-3053.00,49-9041.00,0.00694981430345
436260,436260,49-3053.00,49-9062.00,0.00571438598314
436262,436262,49-3053.00,49-9064.00,0.00658565027751
436264,436264,49-3053.00,49-9081.00,0.00465459898875
436283,436283,49-3053.00,51-2093.00,0.00440947464878
436344,436344,49-3053.00,51-8031.00,0.00447738153166
436348,436348,49-3053.00,51-8099.03,0.00637512643777
436352,436352,49-3053.00,51-9022.00,0.00593359241042
436366,436366,49-3053.00,51-9121.00,0.00701903446266
436410,436410,49-3053.00,53-5031.00,0.00521360039034
436430,436430,49-3053.00,53-7071.00,0.00658566747295
436628,436628,49-3092.00,49-9012.00,0.00577902403131
436636,436636,49-3092.00,49-9051.00,0.00695996085873
436637,436637,49-3092.00,49-9052.00,0.0068007338517
436639,436639,49-3092.00,49-9062.00,0.00696246405446
436643,436643,49-3092.00,49-9081.00,0.00484912750153
436662,436662,49-3092.00,51-2093.00,0.00663380779047
436707,436707,49-3092.00,51-6062.00,0.00617790937424
436727,436727,49-3092.00,51-8099.03,0.00628199920825
436835,436835,49-3093.00,49-9094.00,0.0062204145376
437009,437009,49-9011.00,49-9044.00,0.00697094995893
437023,437023,49-9011.00,49-9095.00,0.00606799349418
437192,437192,49-9012.00,49-9031.00,0.00640962068743
437194,437194,49-9012.00,49-9043.00,0.00645192714118
437197,437197,49-9012.00,49-9051.00,0.00503269294629
437198,437198,49-9012.00,49-9052.00,0.00269616417528
437202,437202,49-9012.00,49-9064.00,0.0071341900396
437204,437204,49-9012.00,49-9081.00,0.00624457276349
437205,437205,49-9012.00,49-9091.00,0.00682994320233
437206,437206,49-9012.00,49-9092.00,0.00603225553641
437212,437212,49-9012.00,49-9098.00,0.00613366653958
437213,437213,49-9012.00,49-9099.01,0.00656330230726
437217,437217,49-9012.00,51-2022.00,0.00633493359855
437218,437218,49-9012.00,51-2023.00,0.00605880506513
437219,437219,49-9012.00,51-2031.00,0.00364982268171
437223,437223,49-9012.00,51-2093.00,0.0050490671575
437233,437233,49-9012.00,51-4021.00,0.00416061645052
437234,437234,49-9012.00,51-4022.00,0.00582943389172
437236,437236,49-9012.00,51-4031.00,0.00694913699527
437237,437237,49-9012.00,51-4032.00,0.00439145385126
437239,437239,49-9012.00,51-4034.00,0.00682904977415
437252,437252,49-9012.00,51-4122.00,0.00715772698136
437267,437267,49-9012.00,51-6061.00,0.0058406536594
437268,437268,49-9012.00,51-6062.00,0.00709931412699
437278,437278,49-9012.00,51-7041.00,0.00669974098647
437282,437282,49-9012.00,51-8013.00,0.00473393891605
437283,437283,49-9012.00,51-8021.00,0.00616492809527
437284,437284,49-9012.00,51-8031.00,0.00716987732609
437290,437290,49-9012.00,51-9012.00,0.00691598341764
437295,437295,49-9012.00,51-9032.00,0.0064969423702
437309,437309,49-9012.00,51-9141.00,0.00517663340464
437313,437313,49-9012.00,51-9193.00,0.00662434157087
437319,437319,49-9012.00,51-9196.00,0.00645109833468
437376,437376,49-9021.01,49-9021.02,0.00417277589713
437377,437377,49-9021.01,49-9031.00,0.00543306849091
437388,437388,49-9021.01,49-9071.00,0.00666562178096
437400,437400,49-9021.01,51-2011.00,0.00482857074122
437561,437561,49-9021.02,49-9031.00,0.00540974535955
437563,437563,49-9021.02,49-9043.00,0.00671660612059
437572,437572,49-9021.02,49-9071.00,0.00596104632687
437746,437746,49-9031.00,49-9043.00,0.00544501085092
437750,437750,49-9031.00,49-9052.00,0.00591004476108
437754,437754,49-9031.00,49-9064.00,0.00604684831837
437755,437755,49-9031.00,49-9071.00,0.00542309723712
437771,437771,49-9031.00,51-2031.00,0.00656598410508
437775,437775,49-9031.00,51-2093.00,0.00576129854228
437928,437928,49-9041.00,49-9043.00,0.00451939686271
437934,437934,49-9041.00,49-9062.00,0.0062247675695
437938,437938,49-9041.00,49-9081.00,0.00674355387588
438002,438002,49-9041.00,51-6062.00,0.00699476242898
438113,438113,49-9043.00,49-9052.00,0.0069373396186
438118,438118,49-9043.00,49-9071.00,0.00512978671502
438134,438134,49-9043.00,51-2031.00,0.00599785533717
438152,438152,49-9043.00,51-4032.00,0.00710651909032
438163,438163,49-9043.00,51-4081.00,0.00705409382366
438183,438183,49-9043.00,51-6062.00,0.00641020279283
438194,438194,49-9043.00,51-7042.00,0.00632366665189
438307,438307,49-9044.00,49-9098.00,0.00593767401053
438511,438511,49-9045.00,51-4032.00,0.00688579275449
438522,438522,49-9045.00,51-4081.00,0.00616769210695
438532,438532,49-9045.00,51-5112.00,0.00617810902363
438542,438542,49-9045.00,51-6062.00,0.00483051801412
438544,438544,49-9045.00,51-6064.00,0.00650247849131
438545,438545,49-9045.00,51-6091.00,0.0056616371113
438552,438552,49-9045.00,51-7041.00,0.0069332284847
438562,438562,49-9045.00,51-8099.03,0.00714272110822
438566,438566,49-9045.00,51-9022.00,0.00501098404187
438569,438569,49-9045.00,51-9032.00,0.00713090635375
438580,438580,49-9045.00,51-9121.00,0.0040557473071
438581,438581,49-9045.00,51-9122.00,0.00698004664436
438587,438587,49-9045.00,51-9193.00,0.00706812568293
438592,438592,49-9045.00,51-9195.07,0.00460852620672
438596,438596,49-9045.00,51-9199.01,0.00714336486619
438610,438610,49-9045.00,53-3032.00,0.00437149145598
438634,438634,49-9045.00,53-7021.00,0.00683256753672
438635,438635,49-9045.00,53-7031.00,0.00693512325247
438636,438636,49-9045.00,53-7032.00,0.00491232121725
438641,438641,49-9045.00,53-7062.00,0.00696805751431
438650,438650,49-9051.00,49-9052.00,0.00494041269773
438658,438658,49-9051.00,49-9092.00,0.00448334161695
438664,438664,49-9051.00,49-9098.00,0.0053030081172
438669,438669,49-9051.00,51-2022.00,0.00587704278416
438671,438671,49-9051.00,51-2031.00,0.00716272401472
438685,438685,49-9051.00,51-4021.00,0.00604853622028
438687,438687,49-9051.00,51-4023.00,0.00657545246574
438689,438689,49-9051.00,51-4032.00,0.00702164081005
438720,438720,49-9051.00,51-6062.00,0.00700179754548
438735,438735,49-9051.00,51-8021.00,0.00617053346453
438841,438841,49-9052.00,49-9098.00,0.00649021183673
438842,438842,49-9052.00,49-9099.01,0.00561176948369
438844,438844,49-9052.00,51-2011.00,0.00555446943376
438846,438846,49-9052.00,51-2022.00,0.00569675454592
438848,438848,49-9052.00,51-2031.00,0.00311422525777
438852,438852,49-9052.00,51-2093.00,0.00680205922503
438862,438862,49-9052.00,51-4021.00,0.00365785206402
438866,438866,49-9052.00,51-4032.00,0.00497470990701
438869,438869,49-9052.00,51-4035.00,0.00691892915539
438870,438870,49-9052.00,51-4041.00,0.00637693058849
438877,438877,49-9052.00,51-4081.00,0.00600978676361
438897,438897,49-9052.00,51-6062.00,0.0067869775024
438919,438919,49-9052.00,51-9012.00,0.00666265726011
439184,439184,49-9062.00,49-9081.00,0.00390265168552
439193,439193,49-9062.00,49-9099.01,0.00586261358768
439203,439203,49-9062.00,51-2093.00,0.00629658221245
439550,439550,49-9064.00,51-2093.00,0.00384765447096
439883,439883,49-9081.00,49-9099.01,0.00580750944355
439888,439888,49-9081.00,51-2023.00,0.00707909315452
439889,439889,49-9081.00,51-2031.00,0.00592336754817
439893,439893,49-9081.00,51-2093.00,0.00715580026587
439938,439938,49-9081.00,51-6062.00,0.00701189310101
439953,439953,49-9081.00,51-8021.00,0.00668291948385
439958,439958,49-9081.00,51-8099.03,0.00589503408519
440020,440020,49-9081.00,53-5031.00,0.00581954784506
440040,440040,49-9081.00,53-7071.00,0.0068287833613
440226,440226,49-9092.00,51-2022.00,0.00618545793851
440292,440292,49-9092.00,51-8021.00,0.004115019635
440556,440556,49-9094.00,49-9098.00,0.00632552371622
440780,440780,49-9095.00,51-6064.00,0.00487488780001
440783,440783,49-9095.00,51-6093.00,0.00651314112602
441379,441379,49-9099.01,51-2011.00,0.00592209509501
441381,441381,49-9099.01,51-2022.00,0.00593873826288
441383,441383,49-9099.01,51-2031.00,0.00505533476159
441397,441397,49-9099.01,51-4021.00,0.00387050689235
441399,441399,49-9099.01,51-4023.00,0.00671227166023
441447,441447,49-9099.01,51-8021.00,0.00602931995151
441454,441454,49-9099.01,51-9012.00,0.00496948805082
441459,441459,49-9099.01,51-9032.00,0.00654557154431
441460,441460,49-9099.01,51-9041.00,0.00668663053588
441648,441648,51-1011.00,53-1011.00,0.00674397823123
441702,441702,51-2011.00,51-2022.00,0.00624830269017
441704,441704,51-2011.00,51-2031.00,0.00703083552137
441718,441718,51-2011.00,51-4021.00,0.00588136003801
441726,441726,51-2011.00,51-4041.00,0.00493236730199
442020,442020,51-2022.00,51-2023.00,0.00605171798548
442021,442021,51-2022.00,51-2031.00,0.00635645699752
442035,442035,51-2022.00,51-4021.00,0.00416726911419
442038,442038,51-2022.00,51-4031.00,0.00647148476918
442039,442039,51-2022.00,51-4032.00,0.00697024109468
442042,442042,51-2022.00,51-4035.00,0.00451648562545
442043,442043,51-2022.00,51-4041.00,0.00593665774534
442052,442052,51-2022.00,51-4121.06,0.00617145824641
442054,442054,51-2022.00,51-4122.00,0.00695598769547
442069,442069,51-2022.00,51-6061.00,0.00610235760768
442085,442085,51-2022.00,51-8021.00,0.00625708474655
442092,442092,51-2022.00,51-9012.00,0.00553271827047
442098,442098,51-2022.00,51-9041.00,0.0064430519795
442111,442111,51-2022.00,51-9141.00,0.00675209660188
442173,442173,51-2022.00,53-7072.00,0.00693866010473
442178,442178,51-2023.00,51-2031.00,0.00507392914661
442182,442182,51-2023.00,51-2093.00,0.00570052129334
442192,442192,51-2023.00,51-4021.00,0.00636572814123
442193,442193,51-2023.00,51-4022.00,0.00611928953097
442195,442195,51-2023.00,51-4031.00,0.00561938443476
442210,442210,51-2023.00,51-4121.07,0.00718177952196
442226,442226,51-2023.00,51-6061.00,0.00713119304241
442241,442241,51-2023.00,51-8013.00,0.00559697765488
442242,442242,51-2023.00,51-8021.00,0.00548658179478
442243,442243,51-2023.00,51-8031.00,0.00503158749741
442245,442245,51-2023.00,51-8092.00,0.00662411474171
442247,442247,51-2023.00,51-8099.03,0.00659024318293
442249,442249,51-2023.00,51-9012.00,0.0044757062827
442262,442262,51-2023.00,51-9082.00,0.00554958968475
442263,442263,51-2023.00,51-9083.00,0.00717446643026
442268,442268,51-2023.00,51-9141.00,0.00404274655924
442309,442309,51-2023.00,53-5031.00,0.00699789382616
442315,442315,51-2023.00,53-6051.07,0.00425393006597
442330,442330,51-2023.00,53-7072.00,0.00550233404948
442338,442338,51-2031.00,51-2093.00,0.00559697933224
442348,442348,51-2031.00,51-4021.00,0.00366587971945
442351,442351,51-2031.00,51-4031.00,0.00707665612428
442352,442352,51-2031.00,51-4032.00,0.00433045296805
442353,442353,51-2031.00,51-4033.00,0.00628008927871
442354,442354,51-2031.00,51-4034.00,0.00557537203205
442355,442355,51-2031.00,51-4035.00,0.00614242173513
442356,442356,51-2031.00,51-4041.00,0.00716413155493
442363,442363,51-2031.00,51-4081.00,0.00594694484521
442373,442373,51-2031.00,51-5112.00,0.00714947935984
442382,442382,51-2031.00,51-6061.00,0.00693792912013
442383,442383,51-2031.00,51-6062.00,0.00607743796848
442393,442393,51-2031.00,51-7041.00,0.00661071875743
442397,442397,51-2031.00,51-8013.00,0.00670117895404
442398,442398,51-2031.00,51-8021.00,0.00694924964564
442405,442405,51-2031.00,51-9012.00,0.00523860887852
442410,442410,51-2031.00,51-9032.00,0.00573186887135
442424,442424,51-2031.00,51-9141.00,0.00485251412421
442434,442434,51-2031.00,51-9196.00,0.00698913146183
442578,442578,51-2041.00,51-9123.00,0.00679095944181
442962,442962,51-2093.00,51-4021.00,0.00621104011001
443729,443729,51-3091.00,51-4193.00,0.0060047793887
443850,443850,51-3092.00,51-3093.00,0.00648004096297
443872,443872,51-3092.00,51-4122.00,0.00628012779479
443901,443901,51-3092.00,51-8012.00,0.00678310706654
443917,443917,51-3092.00,51-9051.00,0.00626754266735
443932,443932,51-3092.00,51-9192.00,0.00647340060602
444017,444017,51-3093.00,51-4122.00,0.0067703092984
444062,444062,51-3093.00,51-9051.00,0.00534017234134
444136,444136,51-3093.00,53-7072.00,0.00650119949661
444147,444147,51-4011.00,51-4033.00,0.0067789733174
444428,444428,51-4021.00,51-4022.00,0.00660917337128
444429,444429,51-4021.00,51-4023.00,0.00501814288365
444430,444430,51-4021.00,51-4031.00,0.0044486904035
444431,444431,51-4021.00,51-4032.00,0.00471052137119
444432,444432,51-4021.00,51-4033.00,0.0045716637552
444433,444433,51-4021.00,51-4034.00,0.00468163937899
444434,444434,51-4021.00,51-4035.00,0.00506857162215
444435,444435,51-4021.00,51-4041.00,0.00531095305663
444442,444442,51-4021.00,51-4081.00,0.0062024057584
444444,444444,51-4021.00,51-4121.06,0.00598423908704
444446,444446,51-4021.00,51-4122.00,0.00715353168956
444461,444461,51-4021.00,51-6061.00,0.00407083321148
444462,444462,51-4021.00,51-6062.00,0.00649336032433
444472,444472,51-4021.00,51-7041.00,0.0062616821565
444476,444476,51-4021.00,51-8013.00,0.00487544262214
444477,444477,51-4021.00,51-8021.00,0.00706792160989
444484,444484,51-4021.00,51-9012.00,0.00407466778463
444489,444489,51-4021.00,51-9032.00,0.00501292941569
444490,444490,51-4021.00,51-9041.00,0.00543056732049
444503,444503,51-4021.00,51-9141.00,0.00636463168248
444507,444507,51-4021.00,51-9193.00,0.00650679687424
444513,444513,51-4021.00,51-9196.00,0.00555689747427
444565,444565,51-4021.00,53-7072.00,0.00686096443722
444571,444571,51-4022.00,51-4031.00,0.00326066078542
444572,444572,51-4022.00,51-4032.00,0.00538067185699
444573,444573,51-4022.00,51-4033.00,0.00693085540411
444575,444575,51-4022.00,51-4035.00,0.00680894485117
444583,444583,51-4022.00,51-4081.00,0.00681486514457
444587,444587,51-4022.00,51-4122.00,0.00533054953692
444593,444593,51-4022.00,51-5112.00,0.00579389794051
444602,444602,51-4022.00,51-6061.00,0.00707928485723
444604,444604,51-4022.00,51-6063.00,0.00689765828436
444606,444606,51-4022.00,51-6091.00,0.00665525845168
444617,444617,51-4022.00,51-8013.00,0.00359027007571
444621,444621,51-4022.00,51-8092.00,0.00610382004759
444623,444623,51-4022.00,51-8099.03,0.00691037022308
444630,444630,51-4022.00,51-9032.00,0.00667006028451
444631,444631,51-4022.00,51-9041.00,0.00598425712059
444641,444641,51-4022.00,51-9121.00,0.00601610538753
444644,444644,51-4022.00,51-9141.00,0.00430438658174
444645,444645,51-4022.00,51-9151.00,0.00631495538775
444648,444648,51-4022.00,51-9193.00,0.00614283821041
444653,444653,51-4022.00,51-9195.07,0.00611200590174
444654,444654,51-4022.00,51-9196.00,0.00557565904137
444657,444657,51-4022.00,51-9199.01,0.00660878842554
444691,444691,51-4022.00,53-6051.07,0.0061961569169
444695,444695,51-4022.00,53-7021.00,0.00621669022622
444705,444705,51-4022.00,53-7071.00,0.00686048023232
444706,444706,51-4022.00,53-7072.00,0.00557949476827
444711,444711,51-4023.00,51-4031.00,0.00588530063432
444713,444713,51-4023.00,51-4033.00,0.00426856691272
444723,444723,51-4023.00,51-4081.00,0.00475438941859
444725,444725,51-4023.00,51-4121.06,0.00670993556619
444728,444728,51-4023.00,51-4191.00,0.00710742237688
444733,444733,51-4023.00,51-5112.00,0.00705195957012
444734,444734,51-4023.00,51-5113.00,0.00483587953645
444742,444742,51-4023.00,51-6061.00,0.00716042523417
444743,444743,51-4023.00,51-6062.00,0.00356248673326
444745,444745,51-4023.00,51-6064.00,0.00390827683012
444753,444753,51-4023.00,51-7041.00,0.00540978561586
444757,444757,51-4023.00,51-8013.00,0.00618924599763
444763,444763,51-4023.00,51-8099.03,0.00651783348187
444770,444770,51-4023.00,51-9032.00,0.00343285766036
